year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2014,F,Wholesale Trade,h_200+,Operating profit before tax,526,DOLLARS(millions)
2014,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,3673,DOLLARS(millions)
2014,G,Retail Trade,a_0,Operating profit before tax,212,DOLLARS(millions)
2014,G,Retail Trade,b_1-5,Operating profit before tax,361,DOLLARS(millions)
2014,G,Retail Trade,c_6-9,Operating profit before tax,117,DOLLARS(millions)
2014,G,Retail Trade,e_20-49,Operating profit before tax,200,DOLLARS(millions)
2014,G,Retail Trade,f_50-99,Operating profit before tax,94,DOLLARS(millions)
2014,G,Retail Trade,g_100-199,Operating profit before tax,248,DOLLARS(millions)
2014,G,Retail Trade,h_200+,Operating profit before tax,913,DOLLARS(millions)
2014,H,Accommodation and Food Services,a_0,Operating profit before tax,61,DOLLARS(millions)
2014,H,Accommodation and Food Services,b_1-5,Operating profit before tax,53,DOLLARS(millions)
2014,H,Accommodation and Food Services,c_6-9,Operating profit before tax,-1,DOLLARS(millions)
2014,H,Accommodation and Food Services,e_20-49,Operating profit before tax,88,DOLLARS(millions)
2014,H,Accommodation and Food Services,f_50-99,Operating profit before tax,73,DOLLARS(millions)
2014,H,Accommodation and Food Services,g_100-199,Operating profit before tax,92,DOLLARS(millions)
2014,H,Accommodation and Food Services,h_200+,Operating profit before tax,175,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,239,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,143,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,43,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",d_10-19,Operating profit before tax,-10,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,128,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,143,DOLLARS(millions)
2014,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,1260,DOLLARS(millions)
2014,J,Information Media and Telecommunications,a_0,Operating profit before tax,625,DOLLARS(millions)
2014,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,62,DOLLARS(millions)
2014,J,Information Media and Telecommunications,c_6-9,Operating profit before tax,13,DOLLARS(millions)
2014,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,25,DOLLARS(millions)
2014,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,40,DOLLARS(millions)
2014,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,11,DOLLARS(millions)
2014,J,Information Media and Telecommunications,h_200+,Operating profit before tax,6,DOLLARS(millions)
2014,K,Financial and Insurance Services,a_0,Operating profit before tax,12745,DOLLARS(millions)
2014,K,Financial and Insurance Services,b_1-5,Operating profit before tax,832,DOLLARS(millions)
2014,K,Financial and Insurance Services,c_6-9,Operating profit before tax,149,DOLLARS(millions)
2014,K,Financial and Insurance Services,d_10-19,Operating profit before tax,201,DOLLARS(millions)
2014,K,Financial and Insurance Services,e_20-49,Operating profit before tax,294,DOLLARS(millions)
2014,K,Financial and Insurance Services,f_50-99,Operating profit before tax,100,DOLLARS(millions)
2014,K,Financial and Insurance Services,g_100-199,Operating profit before tax,-23,DOLLARS(millions)
2014,K,Financial and Insurance Services,h_200+,Operating profit before tax,6283,DOLLARS(millions)
2014,K,Financial and Insurance Services,i_Industry_Total,Operating profit before tax,20581,DOLLARS(millions)
2014,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,4958,DOLLARS(millions)
2014,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,589,DOLLARS(millions)
2014,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,159,DOLLARS(millions)
2014,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,119,DOLLARS(millions)
2014,L,"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax,74,DOLLARS(millions)
2014,L,"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax,76,DOLLARS(millions)
2014,L,"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax,117,DOLLARS(millions)
2014,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,91,DOLLARS(millions)
2014,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,6183,DOLLARS(millions)
2014,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,1504,DOLLARS(millions)
2014,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,622,DOLLARS(millions)
2014,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,229,DOLLARS(millions)
2014,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,469,DOLLARS(millions)
2014,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,505,DOLLARS(millions)
2014,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,239,DOLLARS(millions)
2014,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,234,DOLLARS(millions)
2014,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,1089,DOLLARS(millions)
2014,M,"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax,4891,DOLLARS(millions)
2014,N,Administrative and Support Services,a_0,Operating profit before tax,210,DOLLARS(millions)
2014,N,Administrative and Support Services,b_1-5,Operating profit before tax,106,DOLLARS(millions)
2014,N,Administrative and Support Services,c_6-9,Operating profit before tax,54,DOLLARS(millions)
2014,N,Administrative and Support Services,d_10-19,Operating profit before tax,56,DOLLARS(millions)
2014,N,Administrative and Support Services,e_20-49,Operating profit before tax,68,DOLLARS(millions)
2014,N,Administrative and Support Services,f_50-99,Operating profit before tax,65,DOLLARS(millions)
2014,N,Administrative and Support Services,g_100-199,Operating profit before tax,28,DOLLARS(millions)
2014,N,Administrative and Support Services,h_200+,Operating profit before tax,139,DOLLARS(millions)
2014,N,Administrative and Support Services,i_Industry_Total,Operating profit before tax,727,DOLLARS(millions)
2014,O,Public Administration and Safety,a_0,Operating profit before tax,11,DOLLARS(millions)
2014,O,Public Administration and Safety,b_1-5,Operating profit before tax,12,DOLLARS(millions)
2014,O,Public Administration and Safety,c_6-9,Operating profit before tax,6,DOLLARS(millions)
2014,O,Public Administration and Safety,d_10-19,Operating profit before tax,9,DOLLARS(millions)
2014,O,Public Administration and Safety,e_20-49,Operating profit before tax,14,DOLLARS(millions)
2014,O,Public Administration and Safety,f_50-99,Operating profit before tax,-4,DOLLARS(millions)
2014,O,Public Administration and Safety,g_100-199,Operating profit before tax,4,DOLLARS(millions)
2014,O,Public Administration and Safety,h_200+,Operating profit before tax,22,DOLLARS(millions)
2014,O,Public Administration and Safety,i_Industry_Total,Operating profit before tax,74,DOLLARS(millions)
2014,P,Education and Training,a_0,Operating profit before tax,40,DOLLARS(millions)
2014,P,Education and Training,b_1-5,Operating profit before tax,35,DOLLARS(millions)
2014,P,Education and Training,c_6-9,Operating profit before tax,8,DOLLARS(millions)
2014,P,Education and Training,d_10-19,Operating profit before tax,24,DOLLARS(millions)
2014,P,Education and Training,e_20-49,Operating profit before tax,31,DOLLARS(millions)
2014,P,Education and Training,f_50-99,Operating profit before tax,28,DOLLARS(millions)
2014,P,Education and Training,g_100-199,Operating profit before tax,28,DOLLARS(millions)
2014,P,Education and Training,h_200+,Operating profit before tax,81,DOLLARS(millions)
2014,P,Education and Training,i_Industry_Total,Operating profit before tax,274,DOLLARS(millions)
2014,Q,Health Care and Social Assistance,a_0,Operating profit before tax,506,DOLLARS(millions)
2014,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,434,DOLLARS(millions)
2014,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,81,DOLLARS(millions)
2014,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,110,DOLLARS(millions)
2014,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,148,DOLLARS(millions)
2014,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,30,DOLLARS(millions)
2014,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,104,DOLLARS(millions)
2014,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,102,DOLLARS(millions)
2014,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,1516,DOLLARS(millions)
2014,R,Arts and Recreation Services,a_0,Operating profit before tax,110,DOLLARS(millions)
2014,R,Arts and Recreation Services,b_1-5,Operating profit before tax,2,DOLLARS(millions)
2014,R,Arts and Recreation Services,c_6-9,Operating profit before tax,14,DOLLARS(millions)
2014,R,Arts and Recreation Services,d_10-19,Operating profit before tax,29,DOLLARS(millions)
2014,R,Arts and Recreation Services,f_50-99,Operating profit before tax,-6,DOLLARS(millions)
2014,R,Arts and Recreation Services,h_200+,Operating profit before tax,356,DOLLARS(millions)
2014,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,742,DOLLARS(millions)
2014,S,Other Services,a_0,Operating profit before tax,187,DOLLARS(millions)
2014,S,Other Services,b_1-5,Operating profit before tax,223,DOLLARS(millions)
2014,S,Other Services,c_6-9,Operating profit before tax,109,DOLLARS(millions)
2014,S,Other Services,d_10-19,Operating profit before tax,65,DOLLARS(millions)
2014,S,Other Services,e_20-49,Operating profit before tax,-1,DOLLARS(millions)
2014,S,Other Services,f_50-99,Operating profit before tax,11,DOLLARS(millions)
2014,S,Other Services,g_100-199,Operating profit before tax,18,DOLLARS(millions)
2014,S,Other Services,h_200+,Operating profit before tax,11,DOLLARS(millions)
2014,S,Other Services,i_Industry_Total,Operating profit before tax,623,DOLLARS(millions)
2014,all,All Industries,j_Grand_Total,Operating profit before tax,61615,DOLLARS(millions)
2015,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,1173,DOLLARS(millions)
2015,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,1062,DOLLARS(millions)
2015,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,92,DOLLARS(millions)
2015,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,137,DOLLARS(millions)
2015,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,51,DOLLARS(millions)
2015,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,57,DOLLARS(millions)
2015,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,55,DOLLARS(millions)
2015,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,84,DOLLARS(millions)
2015,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,2711,DOLLARS(millions)
2015,B,Mining,a_0,Operating profit before tax,314,DOLLARS(millions)
2015,B,Mining,b_1-5,Operating profit before tax,106,DOLLARS(millions)
2015,B,Mining,c_6-9,Operating profit before tax,47,DOLLARS(millions)
2015,B,Mining,d_10-19,Operating profit before tax,40,DOLLARS(millions)
2015,B,Mining,e_20-49,Operating profit before tax,498,DOLLARS(millions)
2015,B,Mining,g_100-199,Operating profit before tax,211,DOLLARS(millions)
2015,B,Mining,h_200+,Operating profit before tax,-58,DOLLARS(millions)
2015,C,Manufacturing,a_0,Operating profit before tax,232,DOLLARS(millions)
2015,C,Manufacturing,b_1-5,Operating profit before tax,207,DOLLARS(millions)
2015,C,Manufacturing,c_6-9,Operating profit before tax,141,DOLLARS(millions)
2015,C,Manufacturing,d_10-19,Operating profit before tax,153,DOLLARS(millions)
2015,C,Manufacturing,e_20-49,Operating profit before tax,545,DOLLARS(millions)
2015,C,Manufacturing,f_50-99,Operating profit before tax,595,DOLLARS(millions)
2015,C,Manufacturing,g_100-199,Operating profit before tax,511,DOLLARS(millions)
2015,C,Manufacturing,h_200+,Operating profit before tax,3047,DOLLARS(millions)
2015,C,Manufacturing,i_Industry_Total,Operating profit before tax,5429,DOLLARS(millions)
2015,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,451,DOLLARS(millions)
2015,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,20,DOLLARS(millions)
2015,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,29,DOLLARS(millions)
2015,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,11,DOLLARS(millions)
2015,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,37,DOLLARS(millions)
2015,D,"Electricity, Gas, Water and Waste Services",f_50-99,Operating profit before tax,59,DOLLARS(millions)
2015,D,"Electricity, Gas, Water and Waste Services",g_100-199,Operating profit before tax,264,DOLLARS(millions)
2015,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,1600,DOLLARS(millions)
2015,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2470,DOLLARS(millions)
2015,E,Construction,a_0,Operating profit before tax,1078,DOLLARS(millions)
2015,E,Construction,b_1-5,Operating profit before tax,780,DOLLARS(millions)
2015,E,Construction,c_6-9,Operating profit before tax,261,DOLLARS(millions)
2015,E,Construction,d_10-19,Operating profit before tax,228,DOLLARS(millions)
2015,E,Construction,e_20-49,Operating profit before tax,201,DOLLARS(millions)
2015,E,Construction,f_50-99,Operating profit before tax,239,DOLLARS(millions)
2015,E,Construction,g_100-199,Operating profit before tax,235,DOLLARS(millions)
2015,E,Construction,h_200+,Operating profit before tax,260,DOLLARS(millions)
2015,E,Construction,i_Industry_Total,Operating profit before tax,3283,DOLLARS(millions)
2015,F,Wholesale Trade,a_0,Operating profit before tax,467,DOLLARS(millions)
2015,F,Wholesale Trade,b_1-5,Operating profit before tax,607,DOLLARS(millions)
2015,F,Wholesale Trade,c_6-9,Operating profit before tax,412,DOLLARS(millions)
2015,F,Wholesale Trade,d_10-19,Operating profit before tax,497,DOLLARS(millions)
2015,F,Wholesale Trade,e_20-49,Operating profit before tax,739,DOLLARS(millions)
2015,F,Wholesale Trade,f_50-99,Operating profit before tax,659,DOLLARS(millions)
2015,F,Wholesale Trade,g_100-199,Operating profit before tax,329,DOLLARS(millions)
2015,F,Wholesale Trade,h_200+,Operating profit before tax,448,DOLLARS(millions)
2015,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,4157,DOLLARS(millions)
2015,G,Retail Trade,a_0,Operating profit before tax,142,DOLLARS(millions)
2015,G,Retail Trade,b_1-5,Operating profit before tax,325,DOLLARS(millions)
2015,G,Retail Trade,d_10-19,Operating profit before tax,209,DOLLARS(millions)
2015,G,Retail Trade,e_20-49,Operating profit before tax,149,DOLLARS(millions)
2015,G,Retail Trade,f_50-99,Operating profit before tax,103,DOLLARS(millions)
2015,G,Retail Trade,g_100-199,Operating profit before tax,223,DOLLARS(millions)
2015,G,Retail Trade,h_200+,Operating profit before tax,963,DOLLARS(millions)
2015,H,Accommodation and Food Services,a_0,Operating profit before tax,117,DOLLARS(millions)
2015,H,Accommodation and Food Services,b_1-5,Operating profit before tax,56,DOLLARS(millions)
2015,H,Accommodation and Food Services,d_10-19,Operating profit before tax,59,DOLLARS(millions)
2015,H,Accommodation and Food Services,e_20-49,Operating profit before tax,124,DOLLARS(millions)
2015,H,Accommodation and Food Services,f_50-99,Operating profit before tax,105,DOLLARS(millions)
2015,H,Accommodation and Food Services,g_100-199,Operating profit before tax,96,DOLLARS(millions)
2015,H,Accommodation and Food Services,h_200+,Operating profit before tax,173,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,315,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,112,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",c_6-9,Operating profit before tax,22,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",e_20-49,Operating profit before tax,120,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",f_50-99,Operating profit before tax,147,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",g_100-199,Operating profit before tax,219,DOLLARS(millions)
2015,I,"Transport, Postal and Warehousing",h_200+,Operating profit before tax,1403,DOLLARS(millions)
2015,J,Information Media and Telecommunications,a_0,Operating profit before tax,153,DOLLARS(millions)
2015,J,Information Media and Telecommunications,b_1-5,Operating profit before tax,46,DOLLARS(millions)
2015,J,Information Media and Telecommunications,d_10-19,Operating profit before tax,-1,DOLLARS(millions)
2015,J,Information Media and Telecommunications,e_20-49,Operating profit before tax,36,DOLLARS(millions)
2015,J,Information Media and Telecommunications,f_50-99,Operating profit before tax,7,DOLLARS(millions)
2015,J,Information Media and Telecommunications,g_100-199,Operating profit before tax,35,DOLLARS(millions)
2015,J,Information Media and Telecommunications,h_200+,Operating profit before tax,448,DOLLARS(millions)
2015,K,Financial and Insurance Services,a_0,Operating profit before tax,11271,DOLLARS(millions)
2015,K,Financial and Insurance Services,b_1-5,Operating profit before tax,870,DOLLARS(millions)
2015,K,Financial and Insurance Services,c_6-9,Operating profit before tax,229,DOLLARS(millions)
2015,K,Financial and Insurance Services,d_10-19,Operating profit before tax,163,DOLLARS(millions)
2015,K,Financial and Insurance Services,e_20-49,Operating profit before tax,297,DOLLARS(millions)
2015,K,Financial and Insurance Services,f_50-99,Operating profit before tax,158,DOLLARS(millions)
2015,K,Financial and Insurance Services,g_100-199,Operating profit before tax,-50,DOLLARS(millions)
2015,K,Financial and Insurance Services,h_200+,Operating profit before tax,6113,DOLLARS(millions)
2015,K,Financial and Insurance Services,i_Industry_Total,Operating profit before tax,19050,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,5447,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,477,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,97,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,110,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax,95,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax,43,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax,114,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,93,DOLLARS(millions)
2015,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,6477,DOLLARS(millions)
2015,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,1675,DOLLARS(millions)
2015,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,697,DOLLARS(millions)
2015,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,122,DOLLARS(millions)
2015,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,474,DOLLARS(millions)
2015,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,1060,DOLLARS(millions)
2015,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,250,DOLLARS(millions)
2015,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,291,DOLLARS(millions)
2015,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,471,DOLLARS(millions)
2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax,5038,DOLLARS(millions)
2015,N,Administrative and Support Services,a_0,Operating profit before tax,219,DOLLARS(millions)
2015,N,Administrative and Support Services,b_1-5,Operating profit before tax,78,DOLLARS(millions)
2015,N,Administrative and Support Services,c_6-9,Operating profit before tax,41,DOLLARS(millions)
2015,N,Administrative and Support Services,d_10-19,Operating profit before tax,108,DOLLARS(millions)
2015,N,Administrative and Support Services,e_20-49,Operating profit before tax,78,DOLLARS(millions)
2015,N,Administrative and Support Services,f_50-99,Operating profit before tax,51,DOLLARS(millions)
2015,N,Administrative and Support Services,g_100-199,Operating profit before tax,49,DOLLARS(millions)
2015,N,Administrative and Support Services,h_200+,Operating profit before tax,119,DOLLARS(millions)
2015,N,Administrative and Support Services,i_Industry_Total,Operating profit before tax,743,DOLLARS(millions)
2015,O,Public Administration and Safety,a_0,Operating profit before tax,18,DOLLARS(millions)
2015,O,Public Administration and Safety,b_1-5,Operating profit before tax,8,DOLLARS(millions)
2015,O,Public Administration and Safety,c_6-9,Operating profit before tax,3,DOLLARS(millions)
2015,O,Public Administration and Safety,d_10-19,Operating profit before tax,7,DOLLARS(millions)
2015,O,Public Administration and Safety,e_20-49,Operating profit before tax,13,DOLLARS(millions)
2015,O,Public Administration and Safety,f_50-99,Operating profit before tax,4,DOLLARS(millions)
2015,O,Public Administration and Safety,h_200+,Operating profit before tax,43,DOLLARS(millions)
2015,P,Education and Training,a_0,Operating profit before tax,70,DOLLARS(millions)
2015,P,Education and Training,b_1-5,Operating profit before tax,51,DOLLARS(millions)
2015,P,Education and Training,c_6-9,Operating profit before tax,4,DOLLARS(millions)
2015,P,Education and Training,d_10-19,Operating profit before tax,13,DOLLARS(millions)
2015,P,Education and Training,e_20-49,Operating profit before tax,54,DOLLARS(millions)
2015,P,Education and Training,f_50-99,Operating profit before tax,41,DOLLARS(millions)
2015,P,Education and Training,g_100-199,Operating profit before tax,45,DOLLARS(millions)
2015,P,Education and Training,h_200+,Operating profit before tax,95,DOLLARS(millions)
2015,P,Education and Training,i_Industry_Total,Operating profit before tax,374,DOLLARS(millions)
2015,Q,Health Care and Social Assistance,a_0,Operating profit before tax,625,DOLLARS(millions)
2015,Q,Health Care and Social Assistance,b_1-5,Operating profit before tax,450,DOLLARS(millions)
2015,Q,Health Care and Social Assistance,c_6-9,Operating profit before tax,92,DOLLARS(millions)
2015,Q,Health Care and Social Assistance,d_10-19,Operating profit before tax,124,DOLLARS(millions)
2015,Q,Health Care and Social Assistance,e_20-49,Operating profit before tax,162,DOLLARS(millions)
2015,Q,Health Care and Social Assistance,f_50-99,Operating profit before tax,83,DOLLARS(millions)
2015,Q,Health Care and Social Assistance,g_100-199,Operating profit before tax,145,DOLLARS(millions)
2015,Q,Health Care and Social Assistance,h_200+,Operating profit before tax,286,DOLLARS(millions)
2015,Q,Health Care and Social Assistance,i_Industry_Total,Operating profit before tax,1968,DOLLARS(millions)
2015,R,Arts and Recreation Services,a_0,Operating profit before tax,126,DOLLARS(millions)
2015,R,Arts and Recreation Services,b_1-5,Operating profit before tax,31,DOLLARS(millions)
2015,R,Arts and Recreation Services,c_6-9,Operating profit before tax,10,DOLLARS(millions)
2015,R,Arts and Recreation Services,e_20-49,Operating profit before tax,33,DOLLARS(millions)
2015,R,Arts and Recreation Services,f_50-99,Operating profit before tax,37,DOLLARS(millions)
2015,R,Arts and Recreation Services,h_200+,Operating profit before tax,378,DOLLARS(millions)
2015,R,Arts and Recreation Services,i_Industry_Total,Operating profit before tax,839,DOLLARS(millions)
2015,S,Other Services,a_0,Operating profit before tax,183,DOLLARS(millions)
2015,S,Other Services,b_1-5,Operating profit before tax,284,DOLLARS(millions)
2015,S,Other Services,c_6-9,Operating profit before tax,118,DOLLARS(millions)
2015,S,Other Services,d_10-19,Operating profit before tax,29,DOLLARS(millions)
2015,S,Other Services,f_50-99,Operating profit before tax,23,DOLLARS(millions)
2015,S,Other Services,g_100-199,Operating profit before tax,42,DOLLARS(millions)
2015,S,Other Services,i_Industry_Total,Operating profit before tax,696,DOLLARS(millions)
2015,all,All Industries,j_Grand_Total,Operating profit before tax,61292,DOLLARS(millions)
2016,A,"Agriculture, Forestry and Fishing",a_0,Operating profit before tax,847,DOLLARS(millions)
2016,A,"Agriculture, Forestry and Fishing",b_1-5,Operating profit before tax,155,DOLLARS(millions)
2016,A,"Agriculture, Forestry and Fishing",c_6-9,Operating profit before tax,-101,DOLLARS(millions)
2016,A,"Agriculture, Forestry and Fishing",d_10-19,Operating profit before tax,21,DOLLARS(millions)
2016,A,"Agriculture, Forestry and Fishing",e_20-49,Operating profit before tax,44,DOLLARS(millions)
2016,A,"Agriculture, Forestry and Fishing",f_50-99,Operating profit before tax,168,DOLLARS(millions)
2016,A,"Agriculture, Forestry and Fishing",g_100-199,Operating profit before tax,17,DOLLARS(millions)
2016,A,"Agriculture, Forestry and Fishing",h_200+,Operating profit before tax,108,DOLLARS(millions)
2016,A,"Agriculture, Forestry and Fishing",i_Industry_Total,Operating profit before tax,1257,DOLLARS(millions)
2016,B,Mining,a_0,Operating profit before tax,-130,DOLLARS(millions)
2016,B,Mining,b_1-5,Operating profit before tax,47,DOLLARS(millions)
2016,B,Mining,c_6-9,Operating profit before tax,11,DOLLARS(millions)
2016,B,Mining,d_10-19,Operating profit before tax,62,DOLLARS(millions)
2016,B,Mining,e_20-49,Operating profit before tax,239,DOLLARS(millions)
2016,B,Mining,h_200+,Operating profit before tax,-32,DOLLARS(millions)
2016,C,Manufacturing,a_0,Operating profit before tax,260,DOLLARS(millions)
2016,C,Manufacturing,b_1-5,Operating profit before tax,202,DOLLARS(millions)
2016,C,Manufacturing,c_6-9,Operating profit before tax,229,DOLLARS(millions)
2016,C,Manufacturing,d_10-19,Operating profit before tax,257,DOLLARS(millions)
2016,C,Manufacturing,e_20-49,Operating profit before tax,691,DOLLARS(millions)
2016,C,Manufacturing,f_50-99,Operating profit before tax,586,DOLLARS(millions)
2016,C,Manufacturing,g_100-199,Operating profit before tax,701,DOLLARS(millions)
2016,C,Manufacturing,h_200+,Operating profit before tax,3893,DOLLARS(millions)
2016,C,Manufacturing,i_Industry_Total,Operating profit before tax,6818,DOLLARS(millions)
2016,D,"Electricity, Gas, Water and Waste Services",a_0,Operating profit before tax,365,DOLLARS(millions)
2016,D,"Electricity, Gas, Water and Waste Services",b_1-5,Operating profit before tax,22,DOLLARS(millions)
2016,D,"Electricity, Gas, Water and Waste Services",c_6-9,Operating profit before tax,23,DOLLARS(millions)
2016,D,"Electricity, Gas, Water and Waste Services",d_10-19,Operating profit before tax,31,DOLLARS(millions)
2016,D,"Electricity, Gas, Water and Waste Services",e_20-49,Operating profit before tax,14,DOLLARS(millions)
2016,D,"Electricity, Gas, Water and Waste Services",h_200+,Operating profit before tax,1647,DOLLARS(millions)
2016,E,Construction,a_0,Operating profit before tax,1339,DOLLARS(millions)
2016,E,Construction,b_1-5,Operating profit before tax,871,DOLLARS(millions)
2016,E,Construction,c_6-9,Operating profit before tax,327,DOLLARS(millions)
2016,E,Construction,d_10-19,Operating profit before tax,243,DOLLARS(millions)
2016,E,Construction,e_20-49,Operating profit before tax,389,DOLLARS(millions)
2016,E,Construction,f_50-99,Operating profit before tax,260,DOLLARS(millions)
2016,E,Construction,g_100-199,Operating profit before tax,222,DOLLARS(millions)
2016,E,Construction,h_200+,Operating profit before tax,245,DOLLARS(millions)
2016,E,Construction,i_Industry_Total,Operating profit before tax,3895,DOLLARS(millions)
2016,F,Wholesale Trade,a_0,Operating profit before tax,524,DOLLARS(millions)
2016,F,Wholesale Trade,b_1-5,Operating profit before tax,528,DOLLARS(millions)
2016,F,Wholesale Trade,c_6-9,Operating profit before tax,297,DOLLARS(millions)
2016,F,Wholesale Trade,d_10-19,Operating profit before tax,395,DOLLARS(millions)
2016,F,Wholesale Trade,e_20-49,Operating profit before tax,824,DOLLARS(millions)
2016,F,Wholesale Trade,f_50-99,Operating profit before tax,642,DOLLARS(millions)
2016,F,Wholesale Trade,g_100-199,Operating profit before tax,390,DOLLARS(millions)
2016,F,Wholesale Trade,h_200+,Operating profit before tax,534,DOLLARS(millions)
2016,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,4135,DOLLARS(millions)
2016,G,Retail Trade,b_1-5,Operating profit before tax,394,DOLLARS(millions)
2016,G,Retail Trade,c_6-9,Operating profit before tax,143,DOLLARS(millions)
2016,G,Retail Trade,d_10-19,Operating profit before tax,266,DOLLARS(millions)
2016,G,Retail Trade,e_20-49,Operating profit before tax,208,DOLLARS(millions)
